measurement,created_at,app,rails,ruby,platform
0.134765625,2010-06-28T03:41:11Z,master.507d1c8,2.3.8,ruby-1.8.6.111,i386-mswin32
0.1806640625,2010-06-28T13:21:18Z,master.df5f03c,2.3.8,ruby-1.8.6.111,i386-mswin32
0.129499999999993,2010-06-28T13:26:51Z,master.df5f03c,2.3.8,ruby-1.8.6.111,i386-mswin32
