measurement,created_at,app,rails,ruby,platform
0.1953125,2010-06-28T03:41:05Z,master.507d1c8,2.3.8,ruby-1.8.6.111,i386-mswin32
0.0234375,2010-06-28T13:21:16Z,master.df5f03c,2.3.8,ruby-1.8.6.111,i386-mswin32
0.0219999999999914,2010-06-28T13:26:49Z,master.df5f03c,2.3.8,ruby-1.8.6.111,i386-mswin32
